1.11	5
16.01	5
20.87	3
-43.05	1
-9.92	5
4.73	4
66.65	5
17.16	5
5.73	3
-10.44	2
37.22	2
-7.54	4
111.51	1
-65.89	1
-21.1	2
16.12	1
83.94	1
1.85	2
-24	1
-2.43	1
41.74	1
33.42	2
143.48	3
5.32	1
10.91	2
80.6	2
9.71	4
-1.44	5
133.69	1
-11.32	4
36.26	1
-19.86	2
4.21	3
-87.27	3
-13.73	1
-93.57	3
23.32	2
16.55	2
-11.75	1
128.44	2
-7.41	3
4.73	1
4.51	1
-19.19	2
-39.7	4
-6.09	2
78.15	3
31.36	3
-19.3	1
-3.18	4
-11.12	4
-45.41	1
-17.22	4
14.29	3
-64.84	2
15.61	3
-2.02	2
9.16	5
9.38	1
44.05	5
121.26	2
14.18	3
-58.41	3
2.13	4
-9.14	4
10.04	4
-17.34	4
-5.47	3
38.7	5
115.38	3
6.14	5
23.38	1
-14.08	4
53.17	3
112.12	5
-2.95	4
1.01	2
22.1	4
-0.24	4
-12.9	1
-44.61	2
10.87	4
-41.18	3
-32.31	1
29.27	2
-5.91	3
-5.76	1
186	5
13.38	4
95.05	3
44.16	1
-1.48	3
4.81	3
-18.57	1
-5.26	5
12.77	4
-8.11	4
-16.78	4
-48.13	1
-19.8	4
-143.93	2
-37.06	5
33.68	3
44.96	5
62.79	1
-23.8	5
21.96	3
-7.78	5
-1.99	1
15.72	4
1.95	4
14.32	5
-0.93	3
-16.4	1
-94.73	3
-22.77	1
14.48	3
17.53	1
-3.53	3
-10.74	1
43.53	1
26.43	1
-12.07	5
-10.87	5
-49.31	3
54.66	1
-34.05	1
159.04	3
-4.34	5
50.23	4
15.29	1
-56.43	3
58.06	5
-31.43	2
10.91	5
-1.78	5
39.71	2
118.13	2
76.15	3
-24.37	1
14.42	1
2.54	1
31.76	1
7.63	4
21.32	3
-1.96	4
-1.3	4
-167.92	3
56.85	3
5	3
102.38	2
25.55	2
43.43	5
-6.93	3
-40.99	3
-12.48	1
23.08	1
0.62	2
3.64	1
-2.52	4
-6.8	1
67.87	5
111.54	2
-9.04	1
16.31	5
33.11	5
54.46	1
30.01	1
-21.13	1
-23.91	3
31.57	5
29.04	1
1.74	4
56.19	3
46.28	3
46.86	5
-41.89	3
1.2	5
5.17	2
-20.52	2
0.93	4
-5.32	2
109.7	2
80.11	1
-57.31	2
-10.98	5
5.18	4
-39.14	3
-1.88	4
-13.81	1
11.29	2
8.92	3
92.66	5
17.25	5
-72.64	5
-70.56	3
-82.28	3
-228.96	2
14.4	4
3.08	5
-172.09	3
4.7	4
-1.37	5
95.13	3
-142.42	5
-29.52	5
-66.2	5
78.1	3
95.31	3
113.16	5
-18.5	3
4.21	3
20.31	5
62.38	2
11.59	4
0.57	4
3.24	3
3.65	3
166.48	3
-4.6	1
159.98	2
-152.39	5
1.92	4
-4.41	5
-30.5	3
-36.67	5
1.38	4
-8.82	5
-7.69	2
-8.08	5
50.27	3
80.11	3
49.15	5
-5.88	4
-8.94	3
13.05	1
-50.67	3
13.73	3
-3.01	4
