-14.54	2
-2.98	1
1.94	2
29.66	5
-12.91	2
18.53	5
-37.24	3
-17.1	5
11.84	3
63.32	5
-110.17	2
9.33	3
36.01	1
32.04	2
-6.48	2
-3.57	4
-102.69	3
9.84	4
20.27	5
7.28	3
9.12	5
24.94	1
92.92	5
-266.68	3
-70.99	3
98.2	2
-5.42	3
-12.88	2
26.59	5
97.03	3
85.76	2
40.98	3
-6.44	5
-69.32	5
65.06	2
-262.39	2
52.31	3
9.6	2
23.69	5
-4.45	1
-8.19	2
12.59	1
7.06	5
90.42	3
107.65	2
-57.28	3
-33.06	5
-2.92	4
-7.71	2
-321.86	2
-92.3	2
-3.4	2
67.2	3
-127.64	5
23.52	3
-31.81	5
-58.86	2
20.02	5
8.89	1
58.75	5
-11.17	5
-6.09	4
15.28	4
36.2	1
16.77	3
-17.46	4
-54.72	5
-244.05	5
-2.85	1
16.05	2
-144.53	3
10.95	2
0.96	1
-44.05	2
-10.32	2
-4.25	1
48.51	3
-29.06	5
1.55	1
-8.62	3
66.74	1
-58.03	5
-39.26	1
54.79	5
-5.67	4
-45.34	5
-32.71	2
7.45	4
14.48	1
7.95	5
46.37	5
-21.56	3
-11.03	5
-18.64	2
-4.04	5
-34.43	1
40.31	3
5.27	5
45.59	5
23.84	2
0.12	4
16.49	4
32.9	2
-19.52	2
6.82	4
-42.12	5
-21.54	1
-0.42	5
-109.96	2
-49.95	3
-55.91	1
-49.97	1
-7.26	4
16.33	2
-13.2	1
-0.96	3
94.42	3
2.67	4
0.31	4
-11.08	4
5.47	1
8.87	4
5.68	4
18.81	2
-1.88	4
-8.33	1
4.4	4
12.18	2
28.31	2
-0.59	1
2.33	2
-27.01	4
10.24	5
7.66	2
-137.44	5
-16.86	2
-48.77	5
-55.62	2
8.61	4
-64.35	2
5.29	3
56.77	2
111.54	5
62.04	2
-37.32	2
-0.64	2
82.28	2
44.08	5
-4.69	2
3.89	4
8.87	4
-2.7	3
-8.64	3
-12.33	1
-1.66	4
-6.15	1
-38.57	3
26.87	1
2.91	2
10.86	2
39.84	2
-76.34	2
-3.01	5
14.65	3
46.47	3
-57.52	3
-46.47	3
79.86	5
21.92	2
-5.66	3
18.32	1
1.89	4
11.59	4
-13.26	1
-7.96	2
-12.18	3
-2.75	2
-29.78	2
11.45	1
-132.14	2
29.37	1
-13.59	1
26.73	3
-10.76	2
41.86	3
-17.02	2
-2.19	1
-1.74	4
-58.8	2
-7.83	5
-4.11	4
0.38	1
-57.22	3
-31.2	2
35.27	3
-12.97	1
-16.52	1
-5.13	4
8.6	4
-20.19	2
-4.75	1
-23.62	1
-90.92	3
-1.06	4
6.5	2
-18.19	5
9.76	1
10.58	2
0.84	2
-4.99	4
8.02	4
13.33	1
-13.58	1
37.38	1
-0.02	4
4.12	4
-7.75	3
80.5	1
-6	4
4.05	5
-11.78	1
-6.88	2
10.86	3
-44.22	3
-164.13	2
5.42	4
-7.35	3
-5.52	4
-3.42	2
20.63	4
-9.05	1
-20.53	1
-15.05	1
-141.3	5
15.25	4
-2.48	4
-7.5	1
-91.14	3
-19.61	2
2.08	3
24.82	1
-0.31	4
4.7	1
2.83	1
77.59	1
10.89	4
3.35	1
64.56	5
38.9	1
14.56	4
39.96	2
1.45	4
-96.08	2
13.98	3
-9.08	1
-7.85	5
-34.25	5
-3.38	3
4.71	1
9.69	4
14.8	5
18.56	5
33.27	1
-185.77	3
-11.34	5
-97.33	2
9.09	2
0.38	1
-29.66	2
6.58	1
-13.12	4
11.27	1
25.69	1
-62.82	5
3.04	4
46.51	2
-105.99	3
7.11	4
63.37	1
-12.58	3
41.19	1
-26.22	1
150.98	3
122.68	3
3.36	4
-38.06	1
9.2	4
25.15	2
4.41	2
163.68	2
15.66	3
-136.51	1
30.98	3
1.52	5
33.86	2
-10.59	5
67.86	1
-3.94	5
-42.31	5
21.37	2
3.68	2
46.39	2
92.16	2
-16.41	1
4.97	5
8.57	3
40.57	5
-7.19	2
-45.28	2
1.15	4
-38.48	2
-178.24	1
43.23	5
6.58	2
-13.59	5
20.96	2
-115.16	1
71.68	2
-7.78	1
-87.58	3
65.11	1
-106.56	5
54.32	1
1.03	1
3.32	4
35.19	5
-11.3	4
95.42	5
4.83	5
-2.91	4
-39.45	5
82.94	5
-91.44	1
-10.91	2
4.26	1
-58.73	1
11.48	4
15.24	1
12.02	5
-10.61	4
-72.39	5
-9.2	4
-85.54	2
2.33	4
65.65	3
-3.26	1
6.5	5
51.78	5
-18.2	4
10.88	5
223.18	2
15	1
-23.46	1
55.08	3
7.03	3
-6.88	4
2.96	2
75.65	2
16.08	3
-4.46	2
37.37	3
-1.67	4
-15.48	1
-15.35	2
-6.59	5
-3.48	2
-41.87	3
-6.88	3
-75.12	1
-130.14	3
-34.69	1
-28.11	5
11.76	2
-28.79	2
-10.9	5
19.25	3
-6.11	4
-7.22	4
-6.08	1
-71.84	2
-73.43	1
-5.11	4
9.63	4
-100.86	5
-26.13	1
76.43	3
71	5
27.49	1
-3.93	2
-39.46	3
2.38	2
17.99	1
1.92	1
-54.93	5
-4.15	4
4.61	3
40.7	5
-39.41	5
-29.16	2
14.92	1
-8.83	1
80.59	3
7.59	5
16.17	1
25.78	3
-6.32	4
10.51	3
-20.87	3
-4.12	5
53.04	5
-8.23	4
44.08	2
-110.4	3
-6.61	1
12.92	3
84.57	2
0.94	4
-6.16	4
-48.58	3
-50.54	1
-1.14	4
111.6	3
-42.19	5
0.51	3
26.54	1
-6.91	2
89.22	3
-8.37	5
9.12	1
-8.77	5
-1.15	5
-91.73	5
7.16	3
-31.57	2
11.98	4
12.13	3
63.22	2
-7.42	2
-9.28	5
-24.35	5
12.28	4
-15.28	2
6.82	3
-8.23	2
4.32	2
-24.9	5
27.05	5
10.85	3
26.89	4
-9.18	1
-148.87	5
-42.38	5
39.56	1
-19.05	4
31.43	5
-1.3	3
-8.2	3
-110	2
45.12	5
25.46	3
126.88	2
14.92	1
-22.18	1
-7.52	4
1.98	5
93.86	5
-3.83	3
-46.02	3
-21.96	1
4.07	4
