11.02	1
-24.93	3
25.05	4
-28.49	3
9.53	3
-14.38	4
13.82	2
90.76	3
30.83	1
23.59	3
-3.41	1
-17.28	2
95.62	2
-10.88	5
-41.21	5
-7.63	1
-37.79	1
-136.65	2
-1.69	1
-49.85	3
-68.78	3
8.16	2
-0.29	2
10.01	3
-14.31	3
3.92	4
70.09	5
49.09	3
-128.98	3
3.77	2
-22.25	3
56.38	2
43.51	3
-22.07	1
-0.24	5
5.95	4
6.21	4
-35.72	5
7.3	3
-26.01	5
-19.92	2
4.23	5
-60.77	5
11.49	4
73.38	3
16.36	1
-9.06	4
3.02	2
-17.01	3
16.58	4
8.13	4
-3.5	2
61.89	2
68.17	1
1.04	4
6.36	5
-18.58	5
27.88	5
6.94	3
5.67	4
20.13	2
-123.8	3
11.26	4
2.27	1
-11.05	1
21.82	5
-108.23	2
-5.24	4
34.01	3
14.26	5
5.36	5
12.34	5
4.35	4
0.1	3
35.16	5
-30.56	2
11.46	4
-23.43	5
-31.16	5
-34.62	1
87.76	2
5.68	2
2.84	5
-43.67	1
23.14	1
50.64	3
54	2
-46.08	3
-5.23	4
11.85	5
-8.08	4
23.58	1
-30.83	4
17.57	4
-52.12	3
-71.32	2
12.73	4
23.63	3
14.24	3
-3.94	3
-61.55	5
3.43	2
-18.04	1
-40.91	5
27.03	3
91.45	2
-7.19	4
42.56	5
7.71	1
-112.12	2
-78.53	3
-17.59	1
37.88	2
-13.46	2
53.23	1
-11.17	4
4.88	2
3.08	2
54.4	1
-30.79	5
44.76	1
43.92	5
11.42	3
137.32	2
-34.99	1
1.98	4
-32.49	1
0.97	3
8.32	1
-45.24	1
2.85	1
-39.07	5
5.9	3
-7.7	4
4.79	4
-45.5	3
0.78	1
-6.94	5
2.34	1
-154.11	2
9.25	3
-45.12	1
-13.87	2
12.42	3
55.23	5
-60.24	5
-5.56	1
23.51	5
-2.37	2
14.47	5
-2.16	5
40.01	2
82.87	2
35.42	3
4.47	3
-66.51	5
-4	5
-7.51	2
-3.06	4
-36.93	5
14.18	3
13.48	4
24.22	3
12.97	5
36.2	2
-12.67	2
-4.72	4
40.37	2
-210.73	3
-96.59	5
4.83	5
-8.09	4
11.59	5
-44.13	2
13.22	4
-7.1	1
6.79	4
-169.37	2
-20.22	4
-71.91	5
-96.82	3
-52.91	1
30.97	2
-5.16	2
-11.8	3
-60.26	3
-17.74	5
90.94	2
22.49	3
83.03	2
56.7	1
10.86	5
10.78	4
9.02	1
6.67	4
59.34	3
-66.95	5
66.7	2
-12.05	5
-25.74	2
168.97	5
-71.05	2
-9.11	4
-47.96	1
-66.52	2
-16.97	2
60.68	3
-5.96	5
11.72	2
12.47	4
27.53	1
-33.23	1
-73.68	3
-8.43	5
13.47	3
-6.12	5
28.52	3
17.54	5
43.49	5
-65.25	2
0.04	4
8.86	4
46.19	1
18.93	4
12.61	4
-10.34	4
17.7	4
-6.66	4
-75.35	2
-3.3	5
-1.49	4
14.11	1
60.99	5
32.23	3
-6.75	3
-97.65	5
-5.69	4
10.28	2
6.76	1
8.75	4
11.54	4
3.26	4
104.72	2
5.93	1
-2.63	4
33.98	1
27.83	5
-6.9	5
-15.61	4
-30.14	5
103.25	2
-11.83	5
-73.19	5
-11.92	5
-63.45	5
-38.06	3
4.72	5
-7.32	4
64.28	3
-6.4	2
-1.47	4
-17.27	1
20.97	3
9.34	1
-1.5	4
1.14	1
-16.11	4
-2.39	2
20.39	3
31.1	2
-5.75	3
-32.99	3
3.39	2
-6.25	4
2.56	2
0.03	1
13.77	4
21.25	3
-5.69	4
18.21	5
19.42	1
7.49	4
117.24	3
-19.79	2
-8.53	4
9.84	4
2.74	4
-17.02	2
-8.87	1
8.18	5
32.85	1
-46.68	5
29	5
38.59	5
4.15	2
-23.48	3
-6.71	1
-2.51	1
41.49	5
-10.85	4
13.14	1
15.62	5
57.24	2
35.66	3
3.07	2
12.16	2
2.83	1
20.67	1
-25.42	2
-10.68	5
2.87	5
-1.94	4
-5.63	4
-24.71	1
-53.98	2
-5.4	4
73.32	2
9.7	2
-19.46	2
-10.73	4
10.54	4
11.64	4
1.83	5
-5.52	3
57.01	5
-19	5
-2.61	4
-25.96	1
-111.49	2
6.42	5
-6.47	4
4.15	4
85.62	3
-62.75	2
-2.95	1
6.83	4
1.26	4
14.64	2
-10.77	1
33.28	1
-2.78	1
-180.52	3
5.03	1
-2.24	3
-0.29	5
-38.38	2
-11.54	3
17.49	4
-4.81	3
-3.04	2
45.94	5
13.25	3
-2.04	1
66.2	3
-40.99	2
-7.49	3
-9.48	4
49.64	1
170.11	2
163.42	2
30.28	1
-6.16	3
-6.03	5
11.25	4
0.31	2
63.48	5
-10.21	4
-47.24	3
-10.34	5
-70.09	2
0.63	4
5.52	5
9.8	4
0.04	1
29.44	5
25.51	1
34.12	2
94.63	5
-13.52	3
5.76	5
85.08	5
11.36	4
-13.9	2
35.74	5
-27.38	1
-2.08	5
-7.94	1
2.9	4
-31.35	2
-43.38	1
-65.88	5
5.83	3
-5.35	2
-7.67	4
16.11	5
-0.54	4
-90.69	5
8.97	1
4.58	4
5.82	5
6.73	2
-9.1	3
1.18	5
-19.88	4
5.13	3
-4.48	1
79.99	5
-62.79	2
-1.02	5
-68.6	2
8.97	1
-7.39	4
6.78	4
59.66	3
11.04	5
-7.17	5
-36.65	1
14.05	4
31.24	2
-8.72	4
-10.99	4
27.12	3
-0.81	5
98.71	3
-38.64	1
53.62	5
-70.01	5
41.38	5
-77.36	5
-19.23	5
-11.16	4
12.27	3
-1.75	5
5.48	1
5.4	5
-4.41	4
